Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
 31  0.39789E-05   20.862      0.10000E-02   8000.0       1.1690       1.7645       338.00      0.50000       20.783       756.19       24.808      0.36384E-04
 32  0.38818E-05   20.862      0.10000E-02   8200.0       1.1690       1.7645       338.00      0.50000       23.083       798.43       26.882      0.34589E-04
 33  0.37894E-05   20.862      0.10000E-02   8400.0       1.1690       1.7645       338.00      0.50000       25.583       840.74       29.083      0.32863E-04
 34  0.37013E-05   20.862      0.10000E-02   8600.0       1.1690       1.7645       338.00      0.50000       28.169       881.85       31.278      0.31306E-04
 35  0.36172E-05   20.862      0.10000E-02   8800.0       1.1690       1.7645       338.00      0.50000       30.787       921.19       33.408      0.29921E-04
 36  0.35368E-05   20.862      0.10000E-02   9000.0       1.1690       1.7645       338.00      0.50000       33.445       958.74       35.486      0.28666E-04
 37  0.34599E-05   20.862      0.10000E-02   9200.0       1.1690       1.7645       338.00      0.50000       36.156       994.53       37.529      0.27507E-04
 38  0.33863E-05   20.862      0.10000E-02   9400.0       1.1690       1.7645       338.00      0.50000       38.917       1028.4       39.535      0.26425E-04
 39  0.33157E-05   20.862      0.10000E-02   9600.0       1.1690       1.7645       338.00      0.50000       41.749       1060.4       41.529      0.25398E-04
 40  0.32481E-05   20.862      0.10000E-02   9800.0       1.1690       1.7645       338.00      0.50000       44.693       1090.6       43.549      0.24403E-04
 41  0.31831E-05   20.862      0.10000E-02   10000.       1.1690       1.7645       338.00      0.50000       47.731       1118.9       45.579      0.23442E-04
