Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
 29  0.41883E-05   26.920      0.10000E-02   7600.0       1.1690       1.7645       338.00      0.50000       34.546       1055.7       43.406      0.30561E-04
 30  0.40809E-05   26.920      0.10000E-02   7800.0       1.1690       1.7645       338.00      0.50000       38.024       1112.2       46.551      0.29251E-04
 31  0.39789E-05   26.920      0.10000E-02   8000.0       1.1690       1.7645       338.00      0.50000       41.893       1169.9       50.006      0.27925E-04
 32  0.38818E-05   26.920      0.10000E-02   8200.0       1.1690       1.7645       338.00      0.50000       46.104       1227.8       53.691      0.26631E-04
 33  0.37894E-05   26.920      0.10000E-02   8400.0       1.1690       1.7645       338.00      0.50000       50.404       1284.0       57.300      0.25474E-04
 34  0.37013E-05   26.920      0.10000E-02   8600.0       1.1690       1.7645       338.00      0.50000       54.786       1338.1       60.833      0.24425E-04
 35  0.36172E-05   26.920      0.10000E-02   8800.0       1.1690       1.7645       338.00      0.50000       59.274       1390.2       64.321      0.23454E-04
 36  0.35368E-05   26.920      0.10000E-02   9000.0       1.1690       1.7645       338.00      0.50000       63.864       1440.0       67.762      0.22547E-04
 37  0.34599E-05   26.920      0.10000E-02   9200.0       1.1690       1.7645       338.00      0.50000       68.579       1487.3       71.183      0.21687E-04
 38  0.33863E-05   26.920      0.10000E-02   9400.0       1.1690       1.7645       338.00      0.50000       73.467       1532.2       74.633      0.20856E-04
 39  0.33157E-05   26.920      0.10000E-02   9600.0       1.1690       1.7645       338.00      0.50000       78.605       1575.1       78.190      0.20038E-04
 40  0.32481E-05   26.920      0.10000E-02   9800.0       1.1690       1.7645       338.00      0.50000       83.827       1614.4       81.683      0.19259E-04
 41  0.31831E-05   26.920      0.10000E-02   10000.       1.1690       1.7645       338.00      0.50000       89.391       1651.7       85.362      0.18477E-04
