Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
 32  0.39789E-05   25.299      0.10000E-02   8000.0       1.1690       1.7645       338.00      0.50000       59.422       1558.8       70.930      0.26233E-04
 33  0.38818E-05   25.299      0.10000E-02   8200.0       1.1690       1.7645       338.00      0.50000       65.605       1646.3       76.400      0.25094E-04
 34  0.37894E-05   25.299      0.10000E-02   8400.0       1.1690       1.7645       338.00      0.50000       72.495       1735.6       82.414      0.23941E-04
 35  0.37013E-05   25.299      0.10000E-02   8600.0       1.1690       1.7645       338.00      0.50000       79.887       1824.3       88.705      0.22836E-04
 36  0.36172E-05   25.299      0.10000E-02   8800.0       1.1690       1.7645       338.00      0.50000       87.383       1909.0       94.824      0.21846E-04
 37  0.35368E-05   25.299      0.10000E-02   9000.0       1.1690       1.7645       338.00      0.50000       94.886       1989.0       100.68      0.20962E-04
 38  0.28937E-01   25.299       2.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.0650       95.947       4.6228      0.18018    
 39  0.57875E-01   25.299       4.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.0664       85.729       4.6290      0.32155    
 40  0.86812E-01   25.299       6.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.0630       76.706       4.6139      0.43298    
 41  0.11575       25.299       8.0000       2200.0       1.1690       1.7645       338.00      0.50000       1.0529       68.609       4.5700      0.52132    
 42  0.14469       25.299       10.000       2200.0       1.1690       1.7645       338.00      0.50000       1.0355       61.267       4.4946      0.59168    
 43  0.17362       25.299       12.000       2200.0       1.1690       1.7645       338.00      0.50000       1.0098       54.511       4.3830      0.64781    
 44  0.20256       25.299       14.000       2200.0       1.1690       1.7645       338.00      0.50000      0.97435       48.194       4.2292      0.69248    
 45  0.23150       25.299       16.000       2200.0       1.1690       1.7645       338.00      0.50000      0.92772       42.187       4.0268      0.72759    
 46  0.26044       25.299       18.000       2200.0       1.1690       1.7645       338.00      0.50000      0.86826       36.386       3.7688      0.75432    
 47  0.28937       25.299       20.000       2200.0       1.1690       1.7645       338.00      0.50000      0.79437       30.703       3.4480      0.77300    
 48  0.31831       25.299       22.000       2200.0       1.1690       1.7645       338.00      0.50000      0.70448       25.067       3.0579      0.78282    
 49  0.34725       25.299       24.000       2200.0       1.1690       1.7645       338.00      0.50000      0.59712       19.425       2.5919      0.78074    
 50  0.37618       25.299       26.000       2200.0       1.1690       1.7645       338.00      0.50000      0.47091       13.732       2.0440      0.75818    
 51  0.40512       25.299       28.000       2200.0       1.1690       1.7645       338.00      0.50000      0.32463       7.9573       1.4091      0.68633    
 52  0.43406       25.299       30.000       2200.0       1.1690       1.7645       338.00      0.50000      0.15723       2.0779      0.68248      0.39647    
